file,class,type,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#CompletionRequestor.java,org.eclipse.jdt.core.completionrequestor,class,7,32,1,0,93,15,0,15,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,83,5,0,2,0,8,6,12,11,13,4,1,0,0,0,199,1025
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#CompletionRequestorAdapter.java,org.eclipse.jdt.core.completionrequestoradapter,class,3,14,1,0,91,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#CorrectionEngine.java,org.eclipse.jdt.core.correctionengine,class,20,20,1,30,28,8,3,6,2,0,0,0,0,0,12,5,0,0,12,0,5,0,4,265,9,2,3,2,1,1,13,33,3,33,3,0,0,0,194,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ElementChangedEvent.java,org.eclipse.jdt.core.elementchangedevent,class,2,3,2,0,1,3,0,3,0,0,0,0,0,0,5,4,3,2,0,0,4,0,0,19,2,0,0,0,0,0,4,5,0,5,0,0,0,0,118,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#eval#ICodeSnippetRequestor.java,org.eclipse.jdt.core.eval.icodesnippetrequestor,interface,4,2,1,0,1,2,0,2,0,0,0,0,0,0,8,8,8,0,0,0,8,0,0,17,0,0,0,0,0,0,3,8,0,8,-1,0,0,0,155,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#eval#IEvaluationContext.java,org.eclipse.jdt.core.eval.ievaluationcontext,interface,12,21,1,0,210,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,311,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#eval#IGlobalVariable.java,org.eclipse.jdt.core.eval.iglobalvariable,interface,1,3,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,46,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#Flags.java,org.eclipse.jdt.core.flags,class,3,34,1,15,225,22,21,21,1,0,0,0,0,0,20,20,20,0,0,0,20,0,11,116,22,0,2,0,21,12,22,22,1,22,0,0,0,0,163,17
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IAccessRule.java,org.eclipse.jdt.core.iaccessrule,interface,1,3,1,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,4,0,4,-1,0,0,0,139,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IAnnotatable.java,org.eclipse.jdt.core.iannotatable,interface,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,52,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IAnnotation.java,org.eclipse.jdt.core.iannotation,interface,5,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,110,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IBuffer.java,org.eclipse.jdt.core.ibuffer,interface,6,20,1,0,190,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,260,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IBufferChangedListener.java,org.eclipse.jdt.core.ibufferchangedlistener,interface,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,31,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IBufferFactory.java,org.eclipse.jdt.core.ibufferfactory,interface,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,39,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IClassFile.java,org.eclipse.jdt.core.iclassfile,interface,9,6,1,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,173,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IClasspathAttribute.java,org.eclipse.jdt.core.iclasspathattribute,interface,1,2,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,2,0,2,-1,0,0,0,56,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IClasspathContainer.java,org.eclipse.jdt.core.iclasspathcontainer,interface,3,4,1,0,6,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,3,-1,0,0,0,156,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IClasspathEntry.java,org.eclipse.jdt.core.iclasspathentry,interface,4,14,1,0,91,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,5,5,0,5,-1,0,0,0,406,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ICodeAssist.java,org.eclipse.jdt.core.icodeassist,interface,6,9,1,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,130,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ICodeCompletionRequestor.java,org.eclipse.jdt.core.icodecompletionrequestor,interface,2,11,1,0,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,152,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ICodeFormatter.java,org.eclipse.jdt.core.icodeformatter,interface,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,81,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ICompilationUnit.java,org.eclipse.jdt.core.icompilationunit,interface,16,29,1,0,406,29,0,2,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,44,0,0,0,0,0,0,5,5,0,5,-1,0,0,0,465,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ICompletionRequestor.java,org.eclipse.jdt.core.icompletionrequestor,interface,2,14,1,0,91,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,177,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ICorrectionRequestor.java,org.eclipse.jdt.core.icorrectionrequestor,interface,1,6,1,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,95,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IElementChangedListener.java,org.eclipse.jdt.core.ielementchangedlistener,interface,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,35,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IField.java,org.eclipse.jdt.core.ifield,interface,4,6,1,0,15,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,89,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IImportContainer.java,org.eclipse.jdt.core.iimportcontainer,interface,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,40,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IImportDeclaration.java,org.eclipse.jdt.core.iimportdeclaration,interface,4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,57,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IInitializer.java,org.eclipse.jdt.core.iinitializer,interface,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,17,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJarEntryResource.java,org.eclipse.jdt.core.ijarentryresource,interface,5,5,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,87,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJavaElement.java,org.eclipse.jdt.core.ijavaelement,interface,10,18,1,0,153,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,16,16,0,16,-1,0,0,0,276,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJavaElementDelta.java,org.eclipse.jdt.core.ijavaelementdelta,interface,4,12,1,0,66,12,0,12,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,43,0,0,0,0,0,0,26,26,0,26,-1,0,0,0,291,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJavaModel.java,org.eclipse.jdt.core.ijavamodel,interface,9,10,1,0,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,252,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJavaModelMarker.java,org.eclipse.jdt.core.ijavamodelmarker,interface,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,10,4,10,-1,0,0,0,97,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJavaModelStatus.java,org.eclipse.jdt.core.ijavamodelstatus,interface,4,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,85,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJavaModelStatusConstants.java,org.eclipse.jdt.core.ijavamodelstatusconstants,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,45,45,0,0,0,45,0,0,48,0,0,0,0,0,0,45,45,0,45,-1,0,0,0,214,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IJavaProject.java,org.eclipse.jdt.core.ijavaproject,interface,18,50,1,0,1225,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,560,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ILocalVariable.java,org.eclipse.jdt.core.ilocalvariable,interface,5,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,70,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IMember.java,org.eclipse.jdt.core.imember,interface,10,11,1,0,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,147,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IMemberValuePair.java,org.eclipse.jdt.core.imembervaluepair,interface,2,3,1,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,14,14,0,14,-1,0,0,0,106,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IMethod.java,org.eclipse.jdt.core.imethod,interface,6,17,1,0,136,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,170,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IOpenable.java,org.eclipse.jdt.core.iopenable,interface,3,9,1,0,36,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,223,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IPackageDeclaration.java,org.eclipse.jdt.core.ipackagedeclaration,interface,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,25,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IPackageFragment.java,org.eclipse.jdt.core.ipackagefragment,interface,10,12,1,0,66,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,17,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,189,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IPackageFragmentRoot.java,org.eclipse.jdt.core.ipackagefragmentroot,interface,9,14,1,0,91,14,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,7,8,0,8,-1,0,0,0,271,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IParent.java,org.eclipse.jdt.core.iparent,interface,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,57,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IProblemRequestor.java,org.eclipse.jdt.core.iproblemrequestor,interface,1,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,65,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IRegion.java,org.eclipse.jdt.core.iregion,interface,1,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,84,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ISourceManipulation.java,org.eclipse.jdt.core.isourcemanipulation,interface,3,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,105,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ISourceRange.java,org.eclipse.jdt.core.isourcerange,interface,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,50,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ISourceReference.java,org.eclipse.jdt.core.isourcereference,interface,2,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,93,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IType.java,org.eclipse.jdt.core.itype,interface,21,56,1,0,1540,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,421,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ITypeHierarchy.java,org.eclipse.jdt.core.itypehierarchy,interface,4,24,1,0,276,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,211,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ITypeHierarchyChangedListener.java,org.eclipse.jdt.core.itypehierarchychangedlistener,interface,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,42,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ITypeParameter.java,org.eclipse.jdt.core.itypeparameter,interface,5,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,100,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#ITypeRoot.java,org.eclipse.jdt.core.ityperoot,interface,9,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,154,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#IWorkingCopy.java,org.eclipse.jdt.core.iworkingcopy,interface,7,15,1,0,105,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,293,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#JavaConventions.java,org.eclipse.jdt.core.javaconventions,class,17,76,1,36,251,23,22,21,2,0,0,0,0,1,3,3,0,3,0,0,3,0,21,251,57,2,23,2,3,1,49,35,10,28,3,0,0,0,269,17
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#JavaCore.java,org.eclipse.jdt.core.javacore,class,89,262,2,150,4166,92,87,81,11,0,0,0,0,0,191,188,185,2,1,0,187,0,45,1372,86,16,49,15,5,238,23,342,166,304,6,0,0,0,1340,17
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#JavaModelException.java,org.eclipse.jdt.core.javamodelexception,class,14,15,2,11,30,9,0,9,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,77,6,0,1,0,0,5,1,8,0,8,2,0,0,0,100,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#DOMException.java,org.eclipse.jdt.core.jdom.domexception,class,2,2,2,0,1,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,50,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#DOMFactory.java,org.eclipse.jdt.core.jdom.domfactory,class,13,26,1,16,111,18,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83,25,0,8,0,11,10,0,1,6,1,1,0,0,0,63,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMCompilationUnit.java,org.eclipse.jdt.core.jdom.idomcompilationunit,interface,2,4,1,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,87,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMFactory.java,org.eclipse.jdt.core.jdom.idomfactory,interface,9,17,1,0,136,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,181,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMField.java,org.eclipse.jdt.core.jdom.idomfield,interface,2,6,1,0,15,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,80,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMImport.java,org.eclipse.jdt.core.jdom.idomimport,interface,2,5,1,0,10,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,75,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMInitializer.java,org.eclipse.jdt.core.jdom.idominitializer,interface,2,4,1,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,68,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMMember.java,org.eclipse.jdt.core.jdom.idommember,interface,2,4,1,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,72,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMMethod.java,org.eclipse.jdt.core.jdom.idommethod,interface,2,19,1,0,171,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,152,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMNode.java,org.eclipse.jdt.core.jdom.idomnode,interface,7,19,1,0,171,19,0,19,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,31,0,0,0,0,0,0,5,5,0,5,-1,0,0,0,243,1
D:\github\EECS6444\Minke\Extract_Java_Code\Extract_Java_Code\org.eclipse.jdt.core\org.eclipse.jdt.core#model#org#eclipse#jdt#core#jdom#IDOMPackage.java,org.eclipse.jdt.core.jdom.idompackage,interface,2,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,59,1
