file,commitNo,date,bugID,releaseNo,Date,Changed,Changed-Date
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Attic\JavadocImportReference.java,1.1,2004-05-16,54962,R3_0_1,2004-09-16,2004-05-18,-121 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Attic\JavadocImportReference.java,1.1,2004-05-16,54962,R3_0,2004-06-25,2004-05-18,-38 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\classfmt\ClassFileReader.java,1.47,2004-06-17,67600,R3_0_1,2004-09-16,2004-06-18,-90 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\classfmt\ClassFileReader.java,1.47,2004-06-17,67600,R3_0,2004-06-25,2004-06-18,-7 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceMapper.java,1.90,2004-06-17,67600,R3_0,2004-06-25,2004-06-18,-7 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\FieldBinding.java,1.14,2004-04-15,58606,R3_0_1,2004-09-16,2004-05-18,-121 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\FieldBinding.java,1.14,2004-04-15,58606,R3_0,2004-06-25,2004-05-18,-38 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\LookupEnvironment.java,1.32,2004-05-28,62131,R3_0_1,2004-09-16,2004-05-28,-111 days +00:00:00.000000000
org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetClassFile.java,1.23,2004-05-28,62131,R3_0_1,2004-09-16,2004-05-28,-111 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\AbstractImageBuilder.java,1.67,2004-05-28,62131,R3_0_1,2004-09-16,2004-05-28,-111 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ClassFile.java,1.72,2004-05-28,62131,R3_0,2004-06-25,2004-05-28,-28 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\LookupEnvironment.java,1.32,2004-05-28,62131,R3_0,2004-06-25,2004-05-28,-28 days +00:00:00.000000000
org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\CodeSnippetClassFile.java,1.23,2004-05-28,62131,R3_0,2004-06-25,2004-05-28,-28 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\AbstractImageBuilder.java,1.67,2004-05-28,62131,R3_0,2004-06-25,2004-05-28,-28 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\PackageBinding.java,1.27,2004-04-22,51213,R3_0_1,2004-09-16,2004-05-19,-120 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\PackageBinding.java,1.27,2004-04-22,51213,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\Scope.java,1.99.2.1,2004-07-08,69554,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\Parser.java,1.218,2004-06-10,65831,R3_0_1,2004-09-16,2004-06-18,-90 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\core\search\SearchDocument.java,1.10,2004-06-15,65831,R3_0_1,2004-09-16,2004-06-18,-90 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\MatchingNodeSet.java,1.25,2004-06-15,65831,R3_0_1,2004-09-16,2004-06-18,-90 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\Parser.java,1.218,2004-06-10,65831,R3_0,2004-06-25,2004-06-18,-7 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\compiler\SourceElementRequestorAdapter.java,1.2,2004-06-10,65831,R3_0,2004-06-25,2004-06-18,-7 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\core\search\SearchDocument.java,1.10,2004-06-15,65831,R3_0,2004-06-25,2004-06-18,-7 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\MatchingNodeSet.java,1.25,2004-06-15,65831,R3_0,2004-06-25,2004-06-18,-7 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredField.java,1.24,2004-04-30,60581,R3_0_1,2004-09-16,2004-05-18,-121 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredField.java,1.24,2004-04-30,60581,R3_0,2004-06-25,2004-05-18,-38 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredInitializer.java,1.32,2004-04-30,48502,R3_0_1,2004-09-16,2004-05-18,-121 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredInitializer.java,1.32,2004-04-30,48502,R3_0,2004-06-25,2004-05-18,-38 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredMethod.java,1.37,2004-05-27,64377,R3_0_1,2004-09-16,2004-05-28,-111 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\RecoveredMethod.java,1.37,2004-05-27,64377,R3_0,2004-06-25,2004-05-28,-28 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\Scanner.java,1.118.2.1,2004-07-08,69271,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\PublicScanner.java,1.50.2.1,2004-07-08,69271,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\diagnose\DiagnoseParser.java,1.16,2004-05-28,62453,R3_0_1,2004-09-16,2004-06-01,-107 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\indexing\SourceIndexer.java,1.31,2004-05-28,62453,R3_0_1,2004-09-16,2004-06-01,-107 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\diagnose\DiagnoseParser.java,1.16,2004-05-28,62453,R3_0,2004-06-25,2004-06-01,-24 days +00:00:00.000000000
org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\indexing\SourceIndexer.java,1.31,2004-05-28,62453,R3_0,2004-06-25,2004-06-01,-24 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\DefaultProblemFactory.java,1.36,2004-04-26,49025,R3_0_1,2004-09-16,2004-05-18,-121 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\DefaultProblemFactory.java,1.36,2004-04-26,49025,R3_0,2004-06-25,2004-05-18,-38 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\DefaultProblemFactory.java,1.36,2004-04-26,58069,R3_0_1,2004-09-16,2004-05-18,-121 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\DefaultProblemFactory.java,1.36,2004-04-26,58069,R3_0,2004-06-25,2004-05-18,-38 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\DefaultProblemFactory.java,1.36,2004-04-26,51911,R3_0_1,2004-09-16,2004-07-29,-49 days +00:00:00.000000000
org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\util\Util.java,1.39.2.1,2004-07-22,70598,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AnnotationTypeDeclaration.java,1.10.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AnnotationTypeMemberDeclaration.java,1.14.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AnonymousClassDeclaration.java,1.12.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayAccess.java,1.19.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayCreation.java,1.23.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayInitializer.java,1.13.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayType.java,1.22.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AssertStatement.java,1.21.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Assignment.java,1.22.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTNode.java,1.61.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Block.java,1.15.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BlockComment.java,1.7.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BooleanLiteral.java,1.14.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BreakStatement.java,1.18.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\CastExpression.java,1.19.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\CatchClause.java,1.20.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\CharacterLiteral.java,1.27.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ClassInstanceCreation.java,1.35.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\CompilationUnit.java,1.57.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ConditionalExpression.java,1.19.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ConstructorInvocation.java,1.20.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ContinueStatement.java,1.18.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\DoStatement.java,1.23.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\EmptyStatement.java,1.16.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\EnhancedForStatement.java,1.14.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\EnumConstantDeclaration.java,1.14.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\EnumDeclaration.java,1.13.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ExpressionStatement.java,1.21.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\FieldAccess.java,1.24.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\FieldDeclaration.java,1.33.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ForStatement.java,1.24.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\IfStatement.java,1.23.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ImportDeclaration.java,1.24.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\InfixExpression.java,1.25.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Initializer.java,1.28.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\InstanceofExpression.java,1.18.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Javadoc.java,1.30.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\LabeledStatement.java,1.20.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\LineComment.java,1.6.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MarkerAnnotation.java,1.9.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MemberRef.java,1.10.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MemberValuePair.java,1.13.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MethodDeclaration.java,1.45.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MethodInvocation.java,1.25.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MethodRef.java,1.10.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\MethodRefParameter.java,1.10.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Modifier.java,1.19.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\NormalAnnotation.java,1.9.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\NullLiteral.java,1.15.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\NumberLiteral.java,1.26.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\PackageDeclaration.java,1.25.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ParameterizedType.java,1.17.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ParenthesizedExpression.java,1.19.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\PostfixExpression.java,1.20.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\PrefixExpression.java,1.21.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\PrimitiveType.java,1.19.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\QualifiedName.java,1.31.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\QualifiedType.java,1.14.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ReturnStatement.java,1.18.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SimpleType.java,1.24.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SingleMemberAnnotation.java,1.13.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SingleVariableDeclaration.java,1.37.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\StringLiteral.java,1.30.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SuperConstructorInvocation.java,1.23.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SuperFieldAccess.java,1.22.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SuperMethodInvocation.java,1.25.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SwitchCase.java,1.23.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SwitchStatement.java,1.21.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SynchronizedStatement.java,1.21.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TagElement.java,1.13.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TextElement.java,1.8.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ThisExpression.java,1.20.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ThrowStatement.java,1.21.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TryStatement.java,1.21.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TypeDeclaration.java,1.38.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TypeDeclarationStatement.java,1.27.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TypeLiteral.java,1.20.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TypeParameter.java,1.14.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\VariableDeclarationExpression.java,1.29.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\VariableDeclarationFragment.java,1.23.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\VariableDeclarationStatement.java,1.31.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\WhileStatement.java,1.22.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\WildcardType.java,1.12.2.1,2004-07-17,69152,R3_0_1,2004-09-16,2004-09-06,-10 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AST.java,1.122,2004-06-07,64750,R3_0_1,2004-09-16,2004-06-11,-97 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CompilationUnit.java,1.179,2004-06-07,64750,R3_0_1,2004-09-16,2004-06-11,-97 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ReconcileWorkingCopyOperation.java,1.18,2004-06-07,64750,R3_0_1,2004-09-16,2004-06-11,-97 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AST.java,1.122,2004-06-07,64750,R3_0,2004-06-25,2004-06-11,-14 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CompilationUnit.java,1.179,2004-06-07,64750,R3_0,2004-06-25,2004-06-11,-14 days +00:00:00.000000000
org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ReconcileWorkingCopyOperation.java,1.18,2004-06-07,64750,R3_0,2004-06-25,2004-06-11,-14 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTConverter.java,1.154,2004-06-09,66026,R3_0_1,2004-09-16,2004-06-11,-97 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTConverter.java,1.154,2004-06-09,66026,R3_0,2004-06-25,2004-06-11,-14 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\DefaultCommentMapper.java,1.16,2004-06-09,66026,R3_0,2004-06-25,2004-06-11,-14 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTMatcher.java,1.34,2004-04-27,59788,R3_0_1,2004-09-16,2004-05-19,-120 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BodyDeclaration.java,1.19,2004-05-19,59788,R3_0_1,2004-09-16,2004-05-19,-120 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Statement.java,1.25,2004-04-27,59788,R3_0_1,2004-09-16,2004-05-19,-120 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\Type.java,1.10,2004-04-27,59788,R3_0_1,2004-09-16,2004-05-19,-120 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AnnotationTypeDeclaration.java,1.10,2004-04-27,59788,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AnonymousClassDeclaration.java,1.12,2004-04-23,59788,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayAccess.java,1.19,2004-04-23,59788,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayCreation.java,1.23,2004-04-27,59788,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayInitializer.java,1.13,2004-04-23,59788,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ArrayType.java,1.22,2004-04-23,59788,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\AssertStatement.java,1.21,2004-04-23,59788,R3_0,2004-06-25,2004-05-19,-37 days +00:00:00.000000000
