NOT,NOI,TLOC,ACD,NSM,NSF,NOM,NOF,MLOC_total,MLOC_max,NBD_total,NBD_max,PAR_total,PAR_max,VG_total,VG_max,FOUT_total,FOUT_max,file,pre,post,MLOC_avg,NBD_avg,PAR_avg,VG_avg,FOUT_avg
1,0,33,0,0,0,4,3,22,12,3,3,2,2,12,7,9,5,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\indexing\InternalSearchDocument.java,0.0,0.0,5.5,0.75,0.5,3.0,2.25
1,0,224,0,0,1,21,7,204,35,16,4,3,2,66,12,54,14,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\VariableBinding.java,14.0,7.0,9.714285714285714,0.7619047619047619,0.14285714285714285,3.142857142857143,2.5714285714285716
1,0,645,0,3,19,43,27,596,165,28,6,99,7,264,65,104,26,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\PatternLocator.java,12.0,7.0,13.86046511627907,0.6511627906976745,2.302325581395349,6.1395348837209305,2.4186046511627906
1,0,365,0,4,0,14,7,336,64,25,6,28,6,102,24,58,12,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\lookup\ParameterizedGenericMethodBinding.java,2.0,1.0,24.0,1.7857142857142858,2.0,7.285714285714286,4.142857142857143
1,0,95,0,0,0,11,4,80,15,9,2,8,2,27,5,16,5,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\codegen\MethodNameAndTypeCache.java,0.0,0.0,7.2727272727272725,0.8181818181818182,0.7272727272727273,2.4545454545454546,1.4545454545454546
1,0,18,0,1,0,5,1,15,3,0,0,2,1,5,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\impl\StringConstant.java,0.0,0.0,3.0,0.0,0.4,1.0,0.0
1,0,22,0,0,0,3,2,11,5,0,0,3,3,3,1,2,2,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\ConstantValueAttribute.java,0.0,0.0,3.6666666666666665,0.0,1.0,1.0,0.6666666666666666
1,0,41,0,1,1,9,1,30,5,0,0,7,2,9,1,9,3,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BlockComment.java,0.0,0.0,3.3333333333333335,0.0,0.7777777777777778,1.0,1.0
1,0,335,0,0,1,16,10,300,89,23,6,7,3,94,32,70,19,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\processing\JobManager.java,0.0,0.0,18.75,1.4375,0.4375,5.875,4.375
0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IInitializer.java,0.0,0.0,,,,,
1,0,14,0,0,0,3,1,10,4,0,0,1,1,3,1,1,1,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\PackageDeclarationLocator.java,0.0,0.0,3.3333333333333335,0.0,0.3333333333333333,1.0,0.3333333333333333
1,0,43,0,0,0,3,2,34,23,2,2,6,2,10,7,5,2,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\ToStringSorter.java,0.0,0.0,11.333333333333334,0.6666666666666666,2.0,3.3333333333333335,1.6666666666666667
1,0,915,0,0,0,31,9,790,106,57,7,70,6,329,45,204,26,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\QualifiedNameReference.java,0.0,0.0,25.483870967741936,1.8387096774193548,2.2580645161290325,10.612903225806452,6.580645161290323
1,0,21,0,0,0,2,1,12,8,1,1,4,4,3,2,5,4,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\PathCollector.java,0.0,0.0,6.0,0.5,2.0,1.5,2.5
1,0,49,0,0,0,7,2,44,22,2,1,2,2,14,6,6,6,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\StructuralPropertyDescriptor.java,0.0,0.0,6.285714285714286,0.2857142857142857,0.2857142857142857,2.0,0.8571428571428571
0,1,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\ProblemSeverities.java,0.0,0.0,,,,,
1,0,323,0,16,15,16,15,151,28,16,2,21,2,61,15,18,3,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\ScannerHelper.java,0.0,0.0,9.4375,1.0,1.3125,3.8125,1.125
0,1,40,0,0,0,11,24,11,1,-11,-1,0,0,11,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IJavaElementDelta.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
0,1,6,0,0,0,3,0,3,1,-3,-1,0,0,3,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IClassFileAttribute.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
0,1,5,0,0,0,2,0,2,1,-2,-1,0,0,2,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IParent.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,98,0,0,14,3,17,78,71,1,1,1,1,36,34,4,3,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\MementoTokenizer.java,0.0,0.0,26.0,0.3333333333333333,0.3333333333333333,12.0,1.3333333333333333
1,0,924,0,1,8,20,17,857,201,40,5,60,5,224,58,134,30,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\compiler\parser\SourceTypeConverter.java,1.0,13.0,42.85,2.0,3.0,11.2,6.7
1,0,174,0,0,0,25,1,161,19,10,2,29,5,49,5,51,6,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\SourceRefElement.java,0.0,0.0,6.44,0.4,1.16,1.96,2.04
1,0,88,0,1,0,16,3,75,18,2,2,6,2,24,5,21,7,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\DefaultValuePairBinding.java,21.0,0.0,4.6875,0.125,0.375,1.5,1.3125
0,1,15,0,0,0,7,0,7,1,-7,-1,6,1,7,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\IJavaElementRequestor.java,0.0,0.0,1.0,-1.0,0.8571428571428571,1.0,0.0
1,0,103,0,2,0,10,3,79,33,8,3,15,4,30,15,19,12,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\PackageFragmentRootInfo.java,0.0,0.0,7.9,0.8,1.5,3.0,1.9
0,1,10,0,0,0,6,0,6,1,-6,-1,0,0,6,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\IBinaryField.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,38,0,0,0,6,1,26,6,1,1,12,4,9,4,11,3,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CancelableNameEnvironment.java,0.0,3.0,4.333333333333333,0.16666666666666666,2.0,1.5,1.8333333333333333
1,0,559,1,7,2,42,15,518,55,43,4,59,4,158,16,191,29,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\rewrite\ImportRewrite.java,0.0,0.0,12.333333333333334,1.0238095238095237,1.4047619047619047,3.761904761904762,4.5476190476190474
1,0,170,0,0,0,11,4,132,23,14,3,6,1,37,6,24,5,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\WeakHashSet.java,0.0,0.0,12.0,1.2727272727272727,0.5454545454545454,3.3636363636363638,2.1818181818181817
0,1,265,0,0,0,205,0,205,1,-205,-1,287,5,205,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\util\IBytecodeVisitor.java,0.0,0.0,1.0,-1.0,1.4,1.0,0.0
1,0,99,0,0,0,7,3,83,42,9,4,16,3,34,20,28,16,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\CaseStatement.java,0.0,7.0,11.857142857142858,1.2857142857142858,2.2857142857142856,4.857142857142857,4.0
1,0,34,0,0,0,8,1,28,11,1,1,6,2,13,4,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\CompletionRequestor.java,0.0,4.0,3.5,0.125,0.75,1.625,0.0
1,0,401,0,0,0,16,12,357,140,23,6,22,3,151,62,104,37,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\MessageSend.java,0.0,0.0,22.3125,1.4375,1.375,9.4375,6.5
1,0,40,0,0,0,6,0,34,9,2,1,11,4,10,3,10,4,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\PostfixExpression.java,0.0,0.0,5.666666666666667,0.3333333333333333,1.8333333333333333,1.6666666666666667,1.6666666666666667
1,0,62,0,0,0,4,2,50,34,6,4,3,1,15,9,15,12,eclipse\org.eclipse.jdt.core\antadapter\org\eclipse\jdt\core\CheckDebugAttributes.java,0.0,0.0,12.5,1.5,0.75,3.75,3.75
1,0,351,0,2,1,11,5,324,156,16,7,16,4,142,66,43,25,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Annotation.java,21.0,0.0,29.454545454545453,1.4545454545454546,1.4545454545454546,12.909090909090908,3.909090909090909
1,0,184,0,0,0,12,2,169,75,12,2,21,4,56,28,52,30,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ParameterizedSingleTypeReference.java,0.0,0.0,14.083333333333334,1.0,1.75,4.666666666666667,4.333333333333333
0,1,534,0,0,0,12,518,12,1,-12,-1,3,1,12,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\core\compiler\IProblem.java,0.0,0.0,1.0,-1.0,0.25,1.0,0.0
1,0,977,0,1,5,41,32,869,127,73,5,52,3,317,57,207,34,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\TypeDeclaration.java,12.0,10.0,21.195121951219512,1.7804878048780488,1.2682926829268293,7.7317073170731705,5.048780487804878
1,0,537,0,4,6,28,17,469,180,19,5,35,5,144,45,106,27,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\State.java,0.0,0.0,16.75,0.6785714285714286,1.25,5.142857142857143,3.7857142857142856
0,1,6,0,0,0,3,0,3,1,-3,-1,0,0,3,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\ICompilationUnit.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,272,0,3,14,3,14,266,258,3,3,3,1,80,78,6,2,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\util\FloatUtil.java,0.0,0.0,88.66666666666667,1.0,1.0,26.666666666666668,2.0
1,0,127,0,1,4,16,7,99,21,8,3,13,3,27,5,40,13,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\TryStatement.java,0.0,0.0,6.1875,0.5,0.8125,1.6875,2.5
1,0,203,0,1,4,16,15,163,44,11,5,12,2,68,20,40,8,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\BuildNotifier.java,0.0,0.0,10.1875,0.6875,0.75,4.25,2.5
1,0,38,0,0,1,3,3,23,17,2,2,3,3,5,3,2,2,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\RuntimeVisibleParameterAnnotationsAttribute.java,0.0,0.0,7.666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666
1,0,27,0,0,0,7,2,22,4,0,0,2,2,7,1,2,1,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\AccessRestriction.java,0.0,0.0,3.142857142857143,0.0,0.2857142857142857,1.0,0.2857142857142857
1,0,83,0,1,2,12,3,67,12,7,3,11,3,19,3,22,6,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\SimpleType.java,0.0,0.0,5.583333333333333,0.5833333333333334,0.9166666666666666,1.5833333333333333,1.8333333333333333
1,0,82,0,0,0,7,10,65,15,8,2,3,3,17,4,19,6,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\classfmt\InnerClassInfo.java,0.0,0.0,9.285714285714286,1.1428571428571428,0.42857142857142855,2.4285714285714284,2.7142857142857144
1,0,353,0,1,2,23,16,308,54,18,3,36,5,62,12,129,22,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CompilationUnitStructureRequestor.java,8.0,13.0,13.391304347826088,0.782608695652174,1.565217391304348,2.6956521739130435,5.608695652173913
0,1,9,0,0,0,4,0,4,1,-4,-1,2,2,4,1,0,0,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\impl\ReferenceContext.java,0.0,0.0,1.0,-1.0,0.5,1.0,0.0
1,0,6,0,0,0,2,0,3,2,-1,0,1,1,2,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\ClasspathVariableInitializer.java,0.0,0.0,1.5,-0.5,0.5,1.0,0.0
1,0,80,0,0,0,13,0,72,11,5,2,21,5,22,4,22,7,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\BinaryMember.java,0.0,13.0,5.538461538461538,0.38461538461538464,1.6153846153846154,1.6923076923076923,1.6923076923076923
0,1,5,0,0,0,2,0,2,1,-2,-1,0,0,2,1,0,0,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\rewrite\ITrackedNodePosition.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,39,0,0,0,3,1,31,17,4,3,7,4,8,4,5,3,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnAnnotationMemberValuePair.java,0.0,0.0,10.333333333333334,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.6666666666666667
1,0,46,0,0,1,6,6,33,8,0,0,10,2,12,4,18,9,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\problem\AbortCompilation.java,0.0,0.0,5.5,0.0,1.6666666666666667,2.0,3.0
0,1,11,0,0,0,3,4,3,1,-3,-1,0,0,3,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IAccessRule.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,616,0,0,0,26,2,573,66,45,5,73,7,221,20,132,20,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\matching\TypeReferenceLocator.java,0.0,0.0,22.03846153846154,1.7307692307692308,2.8076923076923075,8.5,5.076923076923077
1,0,436,1,5,3,14,27,259,95,16,4,30,5,66,30,45,10,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\internal\core\dom\rewrite\ASTRewriteFormatter.java,0.0,4.0,18.5,1.1428571428571428,2.142857142857143,4.714285714285714,3.2142857142857144
1,0,26,0,0,1,3,2,18,10,1,1,6,3,5,3,8,6,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\complete\CompletionOnFieldName.java,0.0,0.0,6.0,0.3333333333333333,2.0,1.6666666666666667,2.6666666666666665
1,0,55,0,0,0,6,9,35,10,2,1,11,4,12,5,7,3,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\ImportReference.java,0.0,0.0,5.833333333333333,0.3333333333333333,1.8333333333333333,2.0,1.1666666666666667
1,0,45,0,0,0,2,0,34,31,2,2,1,1,8,7,12,12,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\indexing\SourceIndexer.java,0.0,0.0,17.0,1.0,0.5,4.0,6.0
1,0,1129,5,70,165,74,165,692,112,47,6,127,6,216,24,236,23,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\JavaCore.java,0.0,0.0,9.35135135135135,0.6351351351351351,1.7162162162162162,2.918918918918919,3.189189189189189
1,0,25,0,0,0,5,1,17,4,0,0,8,2,5,1,10,3,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocArrayQualifiedTypeReference.java,0.0,0.0,3.4,0.0,1.6,1.0,2.0
1,0,40,0,1,0,12,1,36,3,0,0,2,1,12,1,1,1,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\impl\FloatConstant.java,0.0,0.0,3.0,0.0,0.16666666666666666,1.0,0.08333333333333333
1,0,5758,3,3,28,102,64,4649,510,281,11,351,15,1610,160,1381,82,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\CompletionEngine.java,0.0,6.0,45.57843137254902,2.7549019607843137,3.4411764705882355,15.784313725490197,13.53921568627451
1,0,16,0,0,0,5,0,11,3,-1,0,3,1,5,1,0,0,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\AbstractSearchScope.java,0.0,0.0,2.2,-0.2,0.6,1.0,0.0
0,1,6,0,0,0,3,0,3,1,-3,-1,0,0,3,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\eval\IGlobalVariable.java,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
1,0,526,0,0,8,24,19,408,69,38,6,44,5,163,25,159,35,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\AbstractImageBuilder.java,0.0,0.0,17.0,1.5833333333333333,1.8333333333333333,6.791666666666667,6.625
1,0,548,0,1,8,61,18,512,49,55,4,63,4,157,13,154,22,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\JavaModelOperation.java,21.0,0.0,8.39344262295082,0.9016393442622951,1.0327868852459017,2.5737704918032787,2.5245901639344264
1,0,155,0,0,0,8,1,107,28,7,2,31,6,22,7,29,7,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\CodeSnippetParsingUtil.java,0.0,0.0,13.375,0.875,3.875,2.75,3.625
1,0,14,0,0,0,2,3,8,5,0,0,3,3,2,1,0,0,eclipse\org.eclipse.jdt.core\formatter\org\eclipse\jdt\internal\formatter\OptimizedReplaceEdit.java,0.0,0.0,4.0,0.0,1.5,1.0,0.0
1,0,23,0,0,0,4,1,18,9,1,1,1,1,5,2,3,1,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\eval\GlobalVariableWrapper.java,0.0,0.0,4.5,0.25,0.25,1.25,0.75
1,0,108,0,0,0,9,3,75,29,5,1,10,2,20,8,19,12,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\internal\core\dom\rewrite\NodeInfoStore.java,0.0,0.0,8.333333333333334,0.5555555555555556,1.1111111111111112,2.2222222222222223,2.111111111111111
1,0,177,0,0,1,10,9,135,24,17,3,16,5,45,8,31,6,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\flow\ExceptionHandlingFlowContext.java,0.0,0.0,13.5,1.7,1.6,4.5,3.1
1,0,83,0,0,0,9,5,62,17,5,2,15,3,17,4,21,7,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\Initializer.java,0.0,0.0,6.888888888888889,0.5555555555555556,1.6666666666666667,1.8888888888888888,2.3333333333333335
1,0,44,0,0,0,5,1,37,14,2,2,2,2,10,3,9,6,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\classfmt\FieldInfoWithAnnotation.java,0.0,0.0,7.4,0.4,0.4,2.0,1.8
1,0,37,0,0,1,3,3,23,17,2,2,3,3,5,3,1,1,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\LineNumberAttribute.java,0.0,0.0,7.666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333
1,0,132,2,0,0,6,1,110,93,5,5,4,2,26,20,21,17,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\indexing\IndexBinaryFolder.java,0.0,0.0,18.333333333333332,0.8333333333333334,0.6666666666666666,4.333333333333333,3.5
1,0,27,0,0,0,5,1,23,8,1,1,7,4,6,2,2,2,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\ResolvedSourceField.java,0.0,0.0,4.6,0.2,1.4,1.2,0.4
1,0,1273,0,0,12,93,23,1166,139,53,4,59,5,309,35,224,10,eclipse\org.eclipse.jdt.core\codeassist\org\eclipse\jdt\internal\codeassist\impl\AssistParser.java,0.0,0.0,12.53763440860215,0.5698924731182796,0.6344086021505376,3.3225806451612905,2.4086021505376345
1,0,108,1,0,0,7,5,83,54,-1,1,11,5,10,3,12,6,eclipse\org.eclipse.jdt.core\eval\org\eclipse\jdt\internal\eval\Evaluator.java,9.0,0.0,11.857142857142858,-0.14285714285714285,1.5714285714285714,1.4285714285714286,1.7142857142857142
1,0,67,0,0,0,14,1,57,12,2,1,16,2,20,6,14,5,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocImplicitTypeReference.java,0.0,0.0,4.071428571428571,0.14285714285714285,1.1428571428571428,1.4285714285714286,1.0
1,0,7,0,0,0,1,0,1,1,-1,-1,4,4,1,1,0,0,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\IndexQueryRequestor.java,0.0,0.0,1.0,-1.0,4.0,1.0,0.0
0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\IDocElement.java,0.0,0.0,,,,,
1,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\TypeParameterElementInfo.java,0.0,0.0,,,,,
1,0,127,0,0,0,9,2,99,26,10,4,6,2,27,7,48,14,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\DeleteElementsOperation.java,0.0,0.0,11.0,1.1111111111111112,0.6666666666666666,3.0,5.333333333333333
1,0,429,0,0,0,170,1,425,3,0,0,169,1,170,1,0,0,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\ASTVisitor.java,0.0,0.0,2.5,0.0,0.9941176470588236,1.0,0.0
1,0,49,0,0,0,12,4,41,5,0,0,7,2,14,3,2,1,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\env\NameEnvironmentAnswer.java,0.0,0.0,3.4166666666666665,0.0,0.5833333333333334,1.1666666666666667,0.16666666666666666
1,0,240,0,10,0,10,0,188,88,9,2,24,3,60,29,42,25,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BindingComparator.java,0.0,0.0,18.8,0.9,2.4,6.0,4.2
1,0,152,0,0,0,35,2,128,11,1,1,25,2,36,2,38,3,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\flow\ConditionalFlowInfo.java,0.0,21.0,3.657142857142857,0.02857142857142857,0.7142857142857143,1.0285714285714285,1.0857142857142856
1,0,593,0,9,2,29,12,518,78,42,5,25,3,192,23,205,30,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\builder\JavaBuilder.java,8.0,0.0,17.862068965517242,1.4482758620689655,0.8620689655172413,6.620689655172414,7.068965517241379
1,0,93,0,0,0,7,1,70,24,6,3,6,3,19,6,30,17,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CreateImportOperation.java,0.0,13.0,10.0,0.8571428571428571,0.8571428571428571,2.7142857142857144,4.285714285714286
1,0,23,0,0,2,7,2,17,3,0,0,7,2,7,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\compiler\CompilationParticipant.java,0.0,0.0,2.4285714285714284,0.0,1.0,1.0,0.0
0,1,62,0,0,0,11,0,11,1,-11,-1,57,11,11,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\ICodeCompletionRequestor.java,0.0,0.0,1.0,-1.0,5.181818181818182,1.0,0.0
1,0,504,1,0,0,32,4,496,116,33,6,23,4,129,25,151,36,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\BinaryMethod.java,21.0,0.0,15.5,1.03125,0.71875,4.03125,4.71875
1,0,105,0,0,0,4,2,87,39,9,5,3,1,49,35,14,6,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\compiler\SourceJavadocParser.java,0.0,0.0,21.75,2.25,0.75,12.25,3.5
1,0,77,0,3,0,16,3,70,15,3,3,7,1,22,4,18,6,eclipse\org.eclipse.jdt.core\dom\org\eclipse\jdt\core\dom\BodyDeclaration.java,0.0,0.0,4.375,0.1875,0.4375,1.375,1.125
0,1,104,0,0,0,54,0,54,1,-54,-1,83,9,54,1,0,0,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\core\IType.java,0.0,0.0,1.0,-1.0,1.537037037037037,1.0,0.0
1,0,294,1,15,3,15,3,259,54,29,5,25,4,91,16,36,5,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\util\Util.java,0.0,0.0,17.266666666666666,1.9333333333333333,1.6666666666666667,6.066666666666666,2.4
1,0,9,0,0,0,1,0,4,4,0,0,7,7,1,1,1,1,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\core\search\PackageReferenceMatch.java,0.0,0.0,4.0,0.0,7.0,1.0,1.0
1,0,718,0,0,2,23,5,679,99,35,5,56,7,275,37,191,29,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\SingleNameReference.java,0.0,0.0,29.52173913043478,1.5217391304347827,2.4347826086956523,11.956521739130435,8.304347826086957
1,0,141,0,4,3,4,3,57,41,6,5,5,2,19,14,9,5,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\parser\diagnose\RangeUtil.java,0.0,0.0,14.25,1.5,1.25,4.75,2.25
1,0,112,0,0,0,5,2,85,55,7,5,4,4,21,13,38,26,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\CreateCompilationUnitOperation.java,0.0,0.0,17.0,1.4,0.8,4.2,7.6
1,0,146,0,0,0,17,12,130,82,3,3,4,4,39,23,8,8,eclipse\org.eclipse.jdt.core\model\org\eclipse\jdt\internal\core\util\MethodInfo.java,0.0,0.0,7.647058823529412,0.17647058823529413,0.23529411764705882,2.2941176470588234,0.47058823529411764
1,0,1509,0,0,0,23,2,1290,372,62,5,75,5,404,140,200,56,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\BinaryExpression.java,0.0,13.0,56.08695652173913,2.6956521739130435,3.260869565217391,17.565217391304348,8.695652173913043
1,0,176,0,0,0,8,3,173,128,8,4,12,3,55,40,36,27,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\ast\JavadocMessageSend.java,0.0,0.0,21.625,1.0,1.5,6.875,4.5
1,0,952,0,5,151,15,186,685,321,10,4,13,2,298,146,26,8,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\impl\CompilerOptions.java,9.0,0.0,45.666666666666664,0.6666666666666666,0.8666666666666667,19.866666666666667,1.7333333333333334
1,0,28,0,0,0,3,1,22,15,1,1,4,3,8,6,5,5,eclipse\org.eclipse.jdt.core\search\org\eclipse\jdt\internal\core\search\indexing\RemoveFromIndex.java,0.0,0.0,7.333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667
1,0,120,0,0,0,11,4,99,17,9,2,7,2,31,5,13,3,eclipse\org.eclipse.jdt.core\compiler\org\eclipse\jdt\internal\compiler\util\HashtableOfObjectToIntArray.java,0.0,0.0,9.0,0.8181818181818182,0.6363636363636364,2.8181818181818183,1.1818181818181819
